"id","codigo","descripcion","tipo_id"
"913","3399","CALLE 18 MONDAY","132"
"914","3400","CALLE 20 ACARAY","132"
"915","3401","CALLE 20 MONDAY","132"
"916","3402","CALLE 22 ACARAY","132"
"917","6379","CALLE 22 MONDAY","132"
"918","3403","CALLE 24 ACARAY","132"
"919","3404","CALLE 24 MONDAY","132"
"920","3405","CALLE 26 ACARAY","132"
"921","3406","CALLE 26 MONDAY","132"
"922","3407","CALLE 28 ACARAY","132"
"923","6380","CALLE 28 MONDAY","132"
"924","3408","CALLE 30 ACARAY","132"
"925","3409","CALLE 30 MONDAY","132"
"926","3410","CALLE 8 MONDAY","132"
"927","3411","CALLE 9 ACARAY","132"
"928","6381","CALLE 9 MONDAY","132"
"929","3413","CAMINO 1","132"
"930","3414","CAMINO 15","132"
"931","3415","CAMINO 19","132"
"932","3416","CAMINO 2","132"
"933","6382","CAMINO 4","132"
"934","3417","CAMINO 6","132"
"935","3418","CAMINO 61","132"
"936","3383","CIUDAD DEL ESTE","132"
"937","3428","CIUDAD DEL ESTE(PLANTA URBANA)","132"
"938","3419","COL.YGUAZU (URBANA)","132"
"939","3420","DON BOSCO","132"
"940","3421","FELIX DE AZARA I","132"
"941","6383","FLOR DE LIZ","132"
"942","3422","KILOMETRO 31 MBUTUY","132"
"943","3423","KILOMETRO 39 YGUAZU","132"
"944","3424","KILOMETRO 5 (R.I.)","132"
"945","6384","KILOMETRO 6 MONDAY","132"
"946","3425","LOMA PIRO Y","132"
"947","3426","MARIO CUE","132"
"948","3427","PENGO STROESSNER","132"
"949","3429","PUERTO ESPERANZA","132"
"950","3430","PUERTO LEGUIZA","132"
"951","6385","PUERTO LEGUIZAMON","132"
"952","3431","PUERTO PTE. FRANCO","132"
"953","3432","PUERTO PTE.STROESSNER (MUNIC)","132"
"954","3433","SAN RAFAEL","132"
"955","3434","SANTA TERESITA","132"
"956","6386","VILLA 23 DE OCTUBRE","132"
"957","3384","2A. REPRESA YGUAZU","132"
"958","3385","5A.REGION MILITAR","132"
"959","3316","ANGELITO CUE","132"
"960","3317","ARROYO GUAYAQUI","132"
"961","3318","ASERRADERO YTUTI","132"
"962","3319","BUENA VISTA","132"
"963","3320","CAA YOBAI SUR","132"
"964","3321","CAMPO ALEGRE","132"
"965","3322","CAMPO MBOI","132"
"966","3323","CAPILLA","132"
"967","3324","CUCHU I","132"
"968","3325","CUÑA PIRU","132"
"969","3326","DOLORES","132"
"970","3315","DOMINGO MARTINEZ DE IRALA","132"
"971","3327","DOMINGO M.DE IRALA (MUNICIPIO)","132"
"972","3328","ESTANCIA LAGARZA","132"
"973","3329","FILE CUE","132"
"974","3330","GUEMBE TY GUAZU","132"
"975","3331","GUEMBETY","132"
"976","3332","ITA PYTA","132"
"977","3333","ITA VERA","132"
"978","3334","KILOMETRO 11- MAROMA","132"
"979","3335","KILOMETRO 17- DOLORES","132"
"980","3336","KILOMETRO 19- PARANAMBU","132"
"981","3337","KILOMETRO 28- PARANAMBU","132"
"982","3338","KILOMETRO 6- PUERTO FLORES","132"
"983","3339","LOMA PYTA","132"
"984","3340","LOS CEDRALES","132"
"985","3341","MAROMA","132"
"986","3342","PARANAMBU","132"
"987","3343","PASO BABA","132"
"988","3344","PASO ITA (INDIGENA)","132"
"989","3345","PENINSULA","132"
"990","3347","PUERTO BERTONI","132"
"991","3348","PUERTO DOLORES","132"
"992","3349","PUERTO FLORES","132"
"993","3350","PUERTO JIBAJA","132"
"994","3351","PUERTO JIMENEZ","132"
"995","3352","PUERTO MARGARITA","132"
"996","3353","PUERTO MARTIN ORDOÑEZ","132"
"997","3354","PUERTO PIRA PYTA MI","132"
"998","3355","PUERTO SAB ANTONIO","132"
"999","3356","PUERTO SAN PEDRO","132"
"1000","3357","PUERTO SARITA","132"
"1001","3358","PUERTO SIRENA","132"
"1002","3359","PUERTO TABUCAI","132"
"1003","3360","PUERTO YBAROTY","132"
"1004","3361","PUERTO YTUTI","132"
"1005","3346","PUERTO 22DE MAYO","132"
"1006","3362","PUESTO CUE (INDIGENA)","132"
"1007","3363","RELOJ CUE","132"
"1008","3364","SAN MIGUEL","132"
"1009","3365","SANTA LIBRADA","132"
"1010","3366","SAPIRE","132"
"1011","3367","TACUA PENDE","132"
"1012","3368","TOMAS CUE (INDIGENA)","132"
"1013","3369","VILLA SAN FRANCISCO","132"
"1014","3370","YBAROTY","132"
"1015","5394","COL. ACARAY","132"
"1016","5395","FAZENDA DE LICO","132"
"1017","5875","FELIX DE AZARA","132"
"1018","5396","FORTUNA","132"
"1019","5397","GRAL.DIAZ (TAPYI)","132"
"1020","5398","GRANJA M. CRISTINA","132"
"1021","5399","GRANJA NUEVA COREA","132"
"1022","5393","HERNANDARIAS","132"
"1023","5400","HERNANDARIAS (MUNICIPIO)","132"
"1024","5401","HIDROELECTRICA ACARAY","132"
"1025","5876","INDARTE CUE","132"
"1026","5402","KILOMETRO 10GUARANI","132"
"1027","5403","KILOMETRO 16","132"
"1028","5404","KILOMETRO 2","132"
"1029","5405","KILOMETRO 20SAN MANUEL","132"
"1030","5877","KILOMETRO 3","132"
"1031","5406","KILOMETRO 4","132"
"1032","5407","LINEA GRAL.DIAZ","132"
"1033","5408","MBARACA RUA","132"
"1034","5409","MBOI CUA","132"
"1035","5878","MISION VERBO DIVINO","132"
"1036","4605","NUEVA ESPERANZA","132"
"1037","5410","OCAMPO CUE","132"
"1038","5411","ORLANDO CUE","132"
"1039","5412","PALMITAL CELSO PARINI","132"
"1040","5413","PASO FALSO","132"
"1041","5414","PASO ITA","132"
"1042","5415","PATRIMONIO PARAGUAZIL","132"
"1043","5416","PENGO HERNANDARIAS (HERU)","132"
"1044","5417","PIKYRY","132"
"1045","5418","PIRA PYTA","132"
"1046","5419","PLANCHADA TALAVERA","132"
"1047","5420","PRIMERA REPRESA TATI-YUPI","132"
"1048","5421","PUERTO ARMITICIO","132"
"1049","5422","PUERTO CARMEN","132"
"1050","5423","PUERTO CURUPAYTY","132"
"1051","5424","PUERTO DORITA","132"
"1052","5425","PUERTO GRAL.DIAZ","132"
"1053","5426","PUERTO INDIO","132"
"1054","5427","PUERTO IRENE","132"
"1055","5428","PUERTO ITABO","132"
"1056","5429","PUERTO ITAIPYTE","132"
"1057","5430","PUERTO LAURA","132"
"1058","5431","PUERTO LIMOY","132"
"1059","5432","PUERTO PALMA","132"
"1060","5433","PUERTO SANTA TERESA","132"
"1061","5434","PUERTO SAUCE","132"
"1062","3298","PUERTO STAMATO","132"
"1063","3299","PUERTO TACURUPUCU","132"
"1064","3300","PUERTO TRES TIMBO","132"
"1065","3301","RANCHO POTRERO","132"
"1066","3302","ROMERO CUE","132"
"1067","3303","SALVADORA","132"
"1068","3304","SAN ISIDRO","132"
"1069","3305","SAN JUAN RUGUA","132"
"1070","3306","SEGUNDA REPRESA TATI-YUPI","132"
"1071","3307","SOCORRO","132"
"1072","3308","TAPE PUCU GRAL.DIAZ","132"
"1073","3309","TATI YUPI","132"
"1074","3310","TATI YUPI (RESIDENCIAL)","132"
"1075","3311","VILLA SAN FRANCISCO","132"
"1076","3312","VIRGEN DE FATIMA","132"
"1077","3313","VIUDA CUE","132"
"1078","3314","YBYTU ROCAI","132"
"1079","5699","COLONIA IRUÑA","132"
"1080","5724","CONSUELO","132"
"1081","5898","DOS HERMANOS","132"
"1082","5725","JUAN PABLO II","132"
"1083","5900","PARINVEST","132"
"1084","5726","SAN CARLOS","132"
"1085","5727","SAN JOSE","132"
"1086","5729","SAN JUAN","132"
"1087","5733","SAN MARCOS","132"
"1088","5731","SAN MIGUEL","132"
"1089","5730","SAN PEDRO","132"
"1090","5728","SAN ROQUE","132"
"1091","5732","SANTA LUCIA","132"
"1092","5899","SANTA TERESITA","132"
"1093","3463","AGUADA","132"
"1094","3462","AGUA-PE","132"
"1095","3464","AGUARA","132"
"1096","3465","ARAUJO -CUE","132"
"1097","3467","ARROYO CARUMBEY","132"
"1098","3468","ARROYO DOS HERMANAS","132"
"1099","3469","ARROYO GRACIELA","132"
"1100","3470","ARROYO MARCELINA","132"
"1101","3471","ARROYO MOROTI","132"
"1102","3472","ARROYO YARARA","132"
"1103","3466","ARROYO 1A.","132"
"1104","3473","BARRO NEGRO","132"
"1105","3474","BOCA ARROYO ITAQUYRY","132"
"1106","3475","CAAGUAZU","132"
"1107","3476","CACIQUE","132"
"1108","3477","CACIQUE TUYA","132"
"1109","3478","CAMPO LIMPIO","132"
"1110","3479","CAMPO REDONDO","132"
"1111","3480","CAPIIBARY","132"
"1112","3461","ITAQUYRY","132"
"1113","3481","PUESTO YBYRA PIRU","132"
"1114","3482","RANCHO DORITA","132"
"1115","3483","RANCHO GUAYAKI","132"
"1116","3484","ROBLEDO CUE","132"
"1117","3485","ROLON CUE","132"
"1118","3486","SAN JUAN (EX 3A.)","132"
"1119","3487","SANTA TERESA (EX JHUGUAI)","132"
"1120","3488","SECADERO KILOMETRO 3","132"
"1121","3489","TACUARA","132"
"1122","3490","TATU PIRE","132"
"1123","3491","TORORO","132"
"1124","3492","TUNA","132"
"1125","3493","TUNI CUE","132"
"1126","3494","VILLAR CUE","132"
"1127","3503","Y B U","132"
"1128","3504","Y T U","132"
"1129","3495","YAGUARETE CANGUE","132"
"1130","3496","YAGUARETE MANSO","132"
"1131","3497","YAGUATIYMI","132"
"1132","3499","YAIBE CUE","132"
"1133","3498","YAJHAPE","132"
"1134","3500","YARARA","132"
"1135","3501","YATE I","132"
"1136","3502","YAYBERE CUE","132"
"1137","3505","ZANJA JHU","132"
"1138","3506","ZONA GRAL.DIAZ","132"
"1139","3508","BARRIO MARIA AUXILIADORA","132"
"1140","3509","BARRIO VIRGEN DEL ROSARIO","132"
"1141","3510","CA'A YOVAI","132"
"1142","3511","COSTA GUAZU","132"
"1143","3512","J.E.O'LEARY CHEIRO CUE(MUNIC.)","132"
"1144","3507","JUAN E.O'LEARY","132"
"1145","3513","PUESTO LEGUIZA","132"
"1146","3514","SAN AGUSTIN","132"
"1147","3515","SAN FRANCISCO","132"
"1148","3516","SAN ISIDRO","132"
"1149","3517","SAN PABLO","132"
"1150","3518","TACUARO","132"
"1151","3519","TOCAI","132"
"1152","3520","VILLA LAS MERCEDES","132"
"1153","3438","AHOYU","132"
"1154","3439","ASERRADERO MONDAY","132"
"1155","6387","CAARENDY GUAZU","132"
"1156","3440","CAMINO 20","132"
"1157","3441","CAMINO 23","132"
"1158","3442","CARANDAYTY","132"
"1159","3443","COL. JUAN L. MALLORQUIN","132"
"1160","3444","JHYECUE YERE","132"
"1161","3435","JUAN LEON MALLORQUIN","132"
"1162","5744","JUAN L.MALLORQUIN CAARENDY.MUN","132"
"1163","3446","LA VICTORIA YGUAZU","132"
"1164","3445","LA VICTORIA-MONDAY","132"
"1165","3447","LOMA TAVY","132"
"1166","3448","PUESTO LEGUIZA","132"
"1167","3449","PUESTO SAN LUIS","132"
"1168","3450","ROJAS SILVA","132"
"1169","3451","SAN MIGUEL","132"
"1170","3452","SAN VICENTE","132"
"1171","3453","SANTO DOMINGO","132"
"1172","3454","SANTO DOMINGO I","132"
"1173","3455","TATA RE","132"
"1174","3456","VENECIA","132"
"1175","3457","VENECIA GUAZU","132"
"1176","3458","VENECIA I","132"
"1177","3459","Y JHOVY","132"
"1178","3460","YUQUERI","132"
"1179","3436","3DE MAYO","132"
"1180","3437","8DE DICIEMBRE","132"
"1181","5716","CIA. ITA","132"
"1182","5896","CIA. YTUTI","132"
"1183","5695","LOS CEDRALES","132"
"1184","5717","PUERTO 22DE MAYO","132"
"1185","5897","BARRIO BLANCO","132"
"1186","5721","CIA. CABAYU","132"
"1187","5722","CIA. GRAL. DIAZ","132"
"1188","5723","CIA. ITALO","132"
"1189","5697","MBARACAYU","132"
"1190","3557","MINGA GUAZU","132"
"1191","5719","COL. SAN FRANCISCO","132"
"1192","5718","COL. SANTA MARIA","132"
"1193","5696","MINGA PORA","132"
"1194","5720","SAN RAMON","132"
"1195","5694","NARANJAL","132"
"1196","5741","PALMITAL","132"
"1197","5902","3DE MAYO","132"
"1198","5497","NUEVA ESPERANZA","132"
"1199","3372","ISLA PARANAMBU","132"
"1200","3373","ITAIPYTE","132"
"1201","3374","LOMA VALENTINA","132"
"1202","3371","ÑACUNDAY","132"
"1203","3382","ÑACUNDAY (MUNICIPIO)","132"
"1204","3375","OBRAJE BARRA","132"
"1205","3376","PARANA I","132"
"1206","3377","PUERTO PARANAMBU","132"
"1207","3378","SAN ALFREDO","132"
"1208","3379","TORO CUA","132"
"1209","3380","TORO CUA I","132"
"1210","3381","YARARA","132"
"1211","3522","ARROYO ITA COTY","132"
"1212","3523","ARROYO SALTITO","132"
"1213","3524","ARROYO YACARE","132"
"1214","3525","BARRIO SAN MIGUEL","132"
"1215","3526","CAPILLA SANTA INES","132"
"1216","3527","CORAZON DE JESUS","132"
"1217","3528","ESCUELA","132"
"1218","3529","PENINSULA","132"
"1219","3530","PTO.BERTONI","132"
"1220","3531","PTO.FLORES","132"
"1221","3532","PTO.GIMENEZ","132"
"1222","3533","PTO.ORDONEZ","132"
"1223","3521","PUERTO PTE.FRANCO","132"
"1224","3534","TRES FRONTERAS","132"
"1225","5742","AGROPECO","132"
"1226","5692","SAN ALBERTO","132"
"1227","5743","SILO","132"
"1228","3541","CAMPO ALEGRE","132"
"1229","3543","COLONIA","132"
"1230","3542","COL.SAN ANTONIO","132"
"1231","3544","CRUCE SAPIRE","132"
"1232","3545","CURUZU","132"
"1233","3546","KILOMETRO 56","132"
"1234","3547","LA ESPERANZA","132"
"1235","3548","MUNICIPIO","132"
"1236","3549","PALMITAL","132"
"1237","3550","PTO.CA'A YOBAI","132"
"1238","3551","PTO.SAN MIGUEL","132"
"1239","3540","SAN CRISTOBAL","132"
"1240","3552","SAN MIGUEL","132"
"1241","3553","SAPIRE","132"
"1242","3554","TATU CUA","132"
"1243","3555","TUYUTI","132"
"1244","4604","SANTA FE DEL PARANA","132"
"1245","5734","CURUPAYTY","132"
"1246","5735","JOEL ESTIGARRIBIA","132"
"1247","5736","PATRICIO COLMAN","132"
"1248","5737","SANTA LUCIA","132"
"1249","3556","SANTA RITA","132"
"1250","6421","SANTA ROSA DEL MONDAY NORTE","132"
"1251","6422","SANTA ROSA DEL MONDAY SUR","132"
"1252","5693","TAVAPY","132"
"1253","5901","TAVAPY I","132"
"1254","5738","TAVAPY II","132"
"1255","5739","TAVAPY III","132"
"1256","5740","TAVAPY IV","132"
"1257","3537","COLONIA","132"
"1258","3536","COL.YGUAZU","132"
"1259","3538","MUNICIPIO","132"
"1260","3539","NUEVAESPERANZA","132"
"1261","3535","YGUAZU","132"
"1262","2403","ARROYO CAA","132"
"1263","2404","ARROYO LEON","132"
"1264","2405","ARROYO YBYGUY","132"
"1265","2406","AYALA CUE","132"
"1266","2402","BELLA VISTA","132"
"1267","2407","BELLA VISTA (MUNICIPIO)","132"
"1268","2408","CABAYU Y","132"
"1269","2409","CASUALIDAD","132"
"1270","2410","COL.CERRO POI","132"
"1271","2411","COL.CERRO TRANQUERITA","132"
"1272","2412","COL.SARGENTO DURE","132"
"1273","2413","ESTANCIA APAMI","132"
"1274","2414","ESTANCIA ARAMBURU","132"
"1275","2415","ESTANCIA ARROYO 1A.","132"
"1276","2416","ESTANCIA BARRERO","132"
"1277","2417","ESTANCIA BEDOYA","132"
"1278","2418","ESTANCIA CARMEN DE LA SIERRA","132"
"1279","2419","ESTANCIA CIERVO","132"
"1280","2420","ESTANCIA DUARTE CUE","132"
"1281","2421","ESTANCIA GUARANI","132"
"1282","2422","ESTANCIA LAS MERCEDES","132"
"1283","2423","ESTANCIA LOMA","132"
"1284","2438","ESTANCIA ÑU POI","132"
"1285","2424","ESTANCIA PINDURACUE","132"
"1286","2425","ESTANCIA POSITO","132"
"1287","2426","ESTANCIA SAN ALFREDO","132"
"1288","2427","ESTANCIA SAN CARLOS","132"
"1289","2428","ESTANCIA SAN JOSE","132"
"1290","2429","ESTANCIA SAN JUAN (NORTE)","132"
"1291","6317","ESTANCIA SAN JUAN (SUR)","132"
"1292","2430","ESTANCIA SAN LORENZO","132"
"1293","2431","ESTANCIA SAN ROQUE","132"
"1294","2432","ESTANCIA SAN VICTOR","132"
"1295","2433","ESTANCIA SANTA AMALIA","132"
"1296","2434","ESTANCIA SANTA LINA","132"
"1297","2435","ESTANCIA SANTA NIDIA","132"
"1298","6318","ESTANCIA SANTA VICTORIA","132"
"1299","2445","ESTANCIA TOLDO CUE","132"
"1300","2436","ESTANCIA YBU MI","132"
"1301","2437","ESTANCIA ZEPELLO","132"
"1302","2439","INVERNADA YATEBU","132"
"1303","2440","ISLA ALTA","132"
"1304","6319","LA MILAGROSA","132"
"1305","2441","OBRAJE ZUBIZARRETA","132"
"1306","2442","OVELAR CUE","132"
"1307","2443","PUENTE KYJHA","132"
"1308","2444","PUESTO SANTA RITA","132"
"1309","6320","RANCHO ALEGRE","132"
"1310","2446","RETIRO ALEGRIA","132"
"1311","2447","RETIRO APA MI","132"
"1312","2448","RETIRO CERRO ACANGUE","132"
"1313","2449","RETIRO CHAMIZO","132"
"1314","6321","RETIRO FAUSTINO CUE","132"
"1315","2450","RETIRO LOMA I","132"
"1316","2451","RETIRO LOMA PORA","132"
"1317","2452","RETIRO LOMA PORA 2A.","132"
"1318","2453","RETIRO MARGARITA","132"
"1319","2454","RETIRO NAPEGUE","132"
"1320","6322","RETIRO NARZISA","132"
"1321","2455","RETIRO NOAGA","132"
"1322","2456","RETIRO OLIVA","132"
"1323","2457","RETIRO PAÑUELO","132"
"1324","2458","RETIRO PEGUAJHO","132"
"1325","2459","RETIRO PENSAMIENTO","132"
"1326","6323","RETIRO PILETA","132"
"1327","2460","RETIRO PYPUCU","132"
"1328","2461","RETIRO PYSYRY","132"
"1329","2462","RETIRO RINCONADA","132"
"1330","2463","RETIRO RUDA","132"
"1331","6324","RETIRO SAN NICOLAS","132"
"1332","2464","RETIRO SAN PABLO","132"
"1333","2465","RETIRO SANTA LUISA","132"
"1334","2466","RETIRO SANTA RITA","132"
"1335","2467","RETIRO SUCIA","132"
"1336","2468","RETIRO TORO PASO","132"
"1337","2469","RETIRO TRANQUERITA","132"
"1338","6325","RODEO TAPE","132"
"1339","2470","SAN JOSE","132"
"1340","2471","SANTA ELISA","132"
"1341","2472","SANTA TERESA","132"
"1342","2473","SANTO DOMINGO","132"
"1343","2474","SOBERANA","132"
"1344","2475","YARAGUA","132"
"1345","2476","YUGO PENGUE","132"
"1346","2479","ACUTI","132"
"1347","2480","AGUAPEY","132"
"1348","2481","AGUARA","132"
"1349","2482","ARROYITO","132"
"1350","2483","ASERRADERO CANECA","132"
"1351","2484","BONANZA","132"
"1352","2485","BOQUERON","132"
"1353","2486","CA'A POTY","132"
"1354","2487","CAAGUY POTY","132"
"1355","2488","CAAZAPAMI PARAGUAY","132"
"1356","2489","CABECERA CURUPAY","132"
"1357","2490","CABEZADITA","132"
"1358","2491","CAFETAL ASSAMI","132"
"1359","2492","CAFETAL CARRERO","132"
"1360","2493","CAFETAL CERRO CUATIA","132"
"1361","2494","CAFETAL DEL CERRO","132"
"1362","2500","CAI MEMBY","132"
"1363","2495","CAMPAÑA I","132"
"1364","2496","CAMPO WUIS","132"
"1365","2477","CAPITAN BADO","132"
"1366","2497","CAPITAN BADO (MUNICIPIO)","132"
"1367","2498","CARAYA","132"
"1368","2499","CARRILLO CUE","132"
"1369","2501","CERRITO ITA CORA","132"
"1370","2502","CERRO MBOCAVI","132"
"1371","2503","CHACO I","132"
"1372","2504","CIERVO ÑU","132"
"1373","2505","COCUERE","132"
"1374","2506","COL.DUTRA","132"
"1375","2507","COL.JAPONESA","132"
"1376","2508","COL.MARISCAL LOPEZ","132"
"1377","2509","COL.NACIMIENTO","132"
"1378","2511","COLO O","132"
"1379","2512","COLO O I","132"
"1380","2510","COL.YPANE MI","132"
"1381","2513","CORRALON","132"
"1382","2514","CRISTINO POTRERO","132"
"1383","2515","CUAREPOTI","132"
"1384","2517","CURE SOBRADO","132"
"1385","2516","CURUPAY","132"
"1386","2519","DESVIO SAN FERNANDO","132"
"1387","2518","DESVIO 88","132"
"1388","2520","ESCALANTE CUE","132"
"1389","2521","ESTABLECIMIENTO CARUMBEY","132"
"1390","2522","ESTABLECIMIENTO GUARANI","132"
"1391","2524","ESTABLECIMIENTO LAGUNITA","132"
"1392","2523","ESTABLECIMIENTO LAGUNITO","132"
"1393","2525","ESTABLECIMIENTO SALMO 23","132"
"1394","2526","ESTABLECIMIENTO SAN ANTONIO","132"
"1395","2527","ESTABLECIMIENTO SAN FERNANDO","132"
"1396","2528","ESTABLECIMIENTO TRABUCO","132"
"1397","2529","ESTABLECIMIENTO YUKYRY MI","132"
"1398","2530","ESTABLECIMIENTO ZAPALLO","132"
"1399","2531","ESTANCIA ITAPUA I","132"
"1400","2532","ESTANCIA NUEVA FRANCA","132"
"1401","2533","ESTANCIA PAULO","132"
"1402","2534","FAZENDA CHIKI MATI","132"
"1403","2535","FAZENDA DEL TUE","132"
"1404","2536","FAZENDA JOAQUINCIÑO","132"
"1405","2537","FAZENDA LOYIADA","132"
"1406","2538","FAZENDA MAGNOLIA","132"
"1407","2539","FAZENDA NUEVA ESPERANZA","132"
"1408","2540","FAZENDA SANTA ADELIA","132"
"1409","2541","FAZENDA SANTA FE","132"
"1410","2542","FAZENDA YBYPE","132"
"1411","2543","FRANCO CUE","132"
"1412","2544","GUAIGUI TAPERE","132"
"1413","2545","GUARANI","132"
"1414","2546","GUAZU ARI","132"
"1415","2547","GUYRA KEJHA","132"
