fecha;idnro;nro;nroasiento;iddocumentotipo;idorden;ctbcuenta;ctbcuentanombre;naturaleza;sucursal;sucursalnombre;centrocosto;centrocostonombre;crm_proyecto;moneda;debelocal;haberlocal;debe;haber;observacion;obsgral;cotizacioninforme;ID sucursal de linea;sucursal de linea;COD centro de costo;centro de costo
01/01/2022 0:00;50CON    125503A1;125503;0;A1;49;11220016;ACUERDOS - A RECUPERAR DE PROV - VARIOS;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;309091;0;309091;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;50;11220017;RETENCIONES A RECUPERAR DE PROVEEDORES;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;1259356;0;1259356;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;51;11220022;RETENCION  I.D.U. COBRO DIVIDENDOS;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;496697982;0;496697982;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;52;11220032;PRESTAMOS AL PERSONAL;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;31594991;0;31594991;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;53;11220033;CREDITOS FISCALES DISPONIBLES Y TRANSF.;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;247795044;0;247795044;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;54;11220035;INTERESES A VENCER_PTMO;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;-472739724;0;-472739724;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;55;11220036;GARANT™A DE ALQUILER;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;3500000;0;3500000;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;56;11310101;MD-AZUCAR A GRANEL;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;1269188542;0;1269188542;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;57;11310102;MD-AZUCAR FRACC. SARIC;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;60708298;0;60708298;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;58;11310103;MD-AZUCAR FRACC. VARIOS;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;842956083;0;842956083;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;59;11310104;MD-PRODUCTOS MANFREY;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;328716431;0;328716431;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;60;11310106;MD-PRODUCTOS RPB;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;2381199055;0;2381199055;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;61;11310109;MD-ENLATADOS.;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;501026295;0;501026295;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;62;11310110;MD- NUTRIPET S.A.U.;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;1956824428;0;1956824428;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;63;11310199;MD-MERCADERIAS VARIAS;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;3094156796;0;3094156796;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;64;11312101;MI-INDUSTRIALES;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;115042249;0;115042249;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;65;11312102;MI-REFRACTARIOS;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;146285130;0;146285130;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;66;11315101;SHOP_VARIOS;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;258662;0;258662;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
